doc_cedente,razao_social_cedente,exposicao_estimada,n_veiculos,cnpj_empresa_rj,razao_social_rj,evento,data_evento,tribunal,papel_fidc,chave_casamento,nivel_evidencia,fonte,observacao
16233389000155,CVLB BRASIL S.A. - EM RECUPERACAO JUDICIAL,0.0,1,16233389000155,CVLB BRASIL S.A. - EM RECUPERACAO JUDICIAL (Casa & Video / Le Biscuit),deferimento do processamento (pedido em 28/04/2026; deferido em 05/05/2026; precedido de tutela cautelar em jan/2026),2026-05-05,TJRJ — 1ª Vara Empresarial da Comarca da Capital,FIDC com exposição a cedente em RJ + FIDC com exposição a sacado em RJ + FIDC credor,CNPJ (idêntico) — presente no ranking de cedentes,fato confirmado por fonte primária,https://centraldovarejo.com.br/casa-video-entra-com-novo-pedido-de-recuperacao-judicial-com-passivo-estimado-em-r-171-bilhao/ ; https://creditoprivado360.com.br/2026/05/12/onda-de-recuperacoes-judiciais-ja-comprometeu-r-4-bi-de-fidcs-em-2026/,Segunda RJ do grupo. Caso em que o FIDC acumula os dois papéis: comprou recebíveis cedidos pela empresa e figura como credor na RJ.
08658519000173,RAVIBRAS EMBALAGENS DA AMAZONIA LTDA. EM RECUPERACAO JUDICIAL,0.0,1,08658519000173,RAVIBRAS EMBALAGENS DA AMAZONIA LTDA. EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
66223488000124,"MONTESA AGROPECUARIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA EM RECUPERACAO JUDICIAL",0.0,1,66223488000124,"MONTESA AGROPECUARIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA EM RECUPERACAO JUDICIAL",recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
46529590000145,GUERREIRO INDUSTRIA COMERCIO IMPORTACAO EXPORTACAO LTDA - EM RECUPERACAO JUDICIAL,0.0,1,46529590000145,GUERREIRO INDUSTRIA COMERCIO IMPORTACAO EXPORTACAO LTDA - EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
76627504000106,INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,0.0,1,76627504000106,INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
71923304000179,AGORA SOLUCOES EM TECNOLOGIA DA INFORMACAO E COMUNICACAO S. A. - EM RECUPERACAO JUDICIAL,0.0,1,71923304000179,AGORA SOLUCOES EM TECNOLOGIA DA INFORMACAO E COMUNICACAO S. A. - EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
14310577000104,CONSTRUTORA COESA S.A. - EM RECUPERACAO JUDICIAL,0.0,1,14310577000104,CONSTRUTORA COESA S.A. - EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
,,,,12104241000402,ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A.,deferimento do processamento (pedido em 13/07/2026; deferido em 04/08/2026; stay de 180 dias),2026-08-04,TJSP — 3ª Vara de Falências e Recuperações Judiciais do Foro Central (São Paulo),FIDC com exposição a cedente em RJ,"CNPJ público, porém ausente do ranking de cedentes (sem exposição medida no corte)",fato confirmado por fonte primária,https://forbes.com.br/forbes-money/2026/08/oncoclinicas-recuperacao-extrajudicial/ ; https://capitalaberto.com.br/empresas/2026/07/oncoclinicas-pede-recuperacao-extrajudicial-para-reestruturar-divida-de-r-51bi ; https://creditoprivado360.com.br/2026/05/12/onda-de-recuperacoes-judiciais-ja-comprometeu-r-4-bi-de-fidcs-em-2026/,"ATENÇÃO: é recuperação EXTRAjudicial, não judicial — por isso a razão social não recebe o sufixo do art. 69. Exposição estruturada é majoritariamente CRI, não FIDC. Cessões ao FIDC cessaram cerca de 9 meses antes do pedido."
,,,,,ALLIANCA SAUDE,pedido/deferimento em 2026 — fase específica não detalhada na fonte,2026 (1º quadrimestre),não detalhado na fonte,relação apenas hipotética,"correspondência por nome, requer validação humana",dados insuficientes,https://creditoprivado360.com.br/2026/05/12/onda-de-recuperacoes-judiciais-ja-comprometeu-r-4-bi-de-fidcs-em-2026/ ; https://economicnewsbrasil.com.br/2026/05/31/fidcs-expostos-recuperacao-judicial-credito-privado/,CNPJ não público na fonte — vínculo com cedente de FIDC NÃO afirmado. Requer validação humana.
,,,,,AUTEM DO BRASIL (+ 4 filiais),pedido/deferimento em 2026 — fase específica não detalhada na fonte,2026 (1º quadrimestre),não detalhado na fonte,relação apenas hipotética,"correspondência por nome, requer validação humana",dados insuficientes,https://creditoprivado360.com.br/2026/05/12/onda-de-recuperacoes-judiciais-ja-comprometeu-r-4-bi-de-fidcs-em-2026/ ; https://economicnewsbrasil.com.br/2026/05/31/fidcs-expostos-recuperacao-judicial-credito-privado/,CNPJ não público na fonte — vínculo com cedente de FIDC NÃO afirmado. Requer validação humana.
,,,,,RODOPARANA,pedido/deferimento em 2026 — fase específica não detalhada na fonte,2026 (1º quadrimestre),não detalhado na fonte,relação apenas hipotética,"correspondência por nome, requer validação humana",dados insuficientes,https://creditoprivado360.com.br/2026/05/12/onda-de-recuperacoes-judiciais-ja-comprometeu-r-4-bi-de-fidcs-em-2026/ ; https://economicnewsbrasil.com.br/2026/05/31/fidcs-expostos-recuperacao-judicial-credito-privado/,CNPJ não público na fonte — vínculo com cedente de FIDC NÃO afirmado. Requer validação humana.
,,,,,GRUPO ALPHA / NOVA NOIVA,pedido/deferimento em 2026 — fase específica não detalhada na fonte,2026 (1º quadrimestre),não detalhado na fonte,relação apenas hipotética,"correspondência por nome, requer validação humana",dados insuficientes,https://creditoprivado360.com.br/2026/05/12/onda-de-recuperacoes-judiciais-ja-comprometeu-r-4-bi-de-fidcs-em-2026/ ; https://economicnewsbrasil.com.br/2026/05/31/fidcs-expostos-recuperacao-judicial-credito-privado/,CNPJ não público na fonte — vínculo com cedente de FIDC NÃO afirmado. Requer validação humana.
,,,,,PROVIDER CONTACT CENTER,pedido/deferimento em 2026 — fase específica não detalhada na fonte,2026 (1º quadrimestre),não detalhado na fonte,relação apenas hipotética,"correspondência por nome, requer validação humana",dados insuficientes,https://creditoprivado360.com.br/2026/05/12/onda-de-recuperacoes-judiciais-ja-comprometeu-r-4-bi-de-fidcs-em-2026/ ; https://economicnewsbrasil.com.br/2026/05/31/fidcs-expostos-recuperacao-judicial-credito-privado/,CNPJ não público na fonte — vínculo com cedente de FIDC NÃO afirmado. Requer validação humana.
,,,,,COTRIBA (Cooperativa Tritícola Sepeense),pedido/deferimento em 2026 — fase específica não detalhada na fonte,2026 (1º quadrimestre),não detalhado na fonte,relação apenas hipotética,"correspondência por nome, requer validação humana",dados insuficientes,https://creditoprivado360.com.br/2026/05/12/onda-de-recuperacoes-judiciais-ja-comprometeu-r-4-bi-de-fidcs-em-2026/ ; https://economicnewsbrasil.com.br/2026/05/31/fidcs-expostos-recuperacao-judicial-credito-privado/,CNPJ não público na fonte — vínculo com cedente de FIDC NÃO afirmado. Requer validação humana.
,,,,,GRUPO HUBNER (8 empresas),pedido/deferimento em 2026 — fase específica não detalhada na fonte,2026 (1º quadrimestre),não detalhado na fonte,relação apenas hipotética,"correspondência por nome, requer validação humana",dados insuficientes,https://creditoprivado360.com.br/2026/05/12/onda-de-recuperacoes-judiciais-ja-comprometeu-r-4-bi-de-fidcs-em-2026/ ; https://economicnewsbrasil.com.br/2026/05/31/fidcs-expostos-recuperacao-judicial-credito-privado/,CNPJ não público na fonte — vínculo com cedente de FIDC NÃO afirmado. Requer validação humana.
,,,,,COLORMINAS (SC Holding + 3 subsidiárias),pedido/deferimento em 2026 — fase específica não detalhada na fonte,2026 (1º quadrimestre),não detalhado na fonte,relação apenas hipotética,"correspondência por nome, requer validação humana",dados insuficientes,https://creditoprivado360.com.br/2026/05/12/onda-de-recuperacoes-judiciais-ja-comprometeu-r-4-bi-de-fidcs-em-2026/ ; https://economicnewsbrasil.com.br/2026/05/31/fidcs-expostos-recuperacao-judicial-credito-privado/,CNPJ não público na fonte — vínculo com cedente de FIDC NÃO afirmado. Requer validação humana.
,,,,,XALINGO,pedido/deferimento em 2026 — fase específica não detalhada na fonte,2026 (1º quadrimestre),não detalhado na fonte,relação apenas hipotética,"correspondência por nome, requer validação humana",dados insuficientes,https://creditoprivado360.com.br/2026/05/12/onda-de-recuperacoes-judiciais-ja-comprometeu-r-4-bi-de-fidcs-em-2026/ ; https://economicnewsbrasil.com.br/2026/05/31/fidcs-expostos-recuperacao-judicial-credito-privado/,CNPJ não público na fonte — vínculo com cedente de FIDC NÃO afirmado. Requer validação humana.
,,,,,BARRA VELHA (+ 2 PF),pedido/deferimento em 2026 — fase específica não detalhada na fonte,2026 (1º quadrimestre),não detalhado na fonte,relação apenas hipotética,"correspondência por nome, requer validação humana",dados insuficientes,https://creditoprivado360.com.br/2026/05/12/onda-de-recuperacoes-judiciais-ja-comprometeu-r-4-bi-de-fidcs-em-2026/ ; https://economicnewsbrasil.com.br/2026/05/31/fidcs-expostos-recuperacao-judicial-credito-privado/,CNPJ não público na fonte — vínculo com cedente de FIDC NÃO afirmado. Requer validação humana.
